State,Year,Citizenship,Status,Gender,Level,Count,Latitude,Longitude
Western Australia,2017,Domestic,Continuing,Male,Postgraduate,2755,-25.8483,121.646
Western Australia,2018,Domestic,Continuing,Male,Postgraduate,2757,-25.8483,121.646
Western Australia,2019,Domestic,Continuing,Male,Postgraduate,2718,-25.8483,121.646
Western Australia,2020,Domestic,Continuing,Male,Postgraduate,2814,-25.8483,121.646
Western Australia,2021,Domestic,Continuing,Male,Postgraduate,3001,-25.8483,121.646
Western Australia,2017,Domestic,Continuing,Male,Undergraduate,15084,-25.8483,121.646
Western Australia,2018,Domestic,Continuing,Male,Undergraduate,15288,-25.8483,121.646
Western Australia,2019,Domestic,Continuing,Male,Undergraduate,15772,-25.8483,121.646
Western Australia,2020,Domestic,Continuing,Male,Undergraduate,15880,-25.8483,121.646
Western Australia,2021,Domestic,Continuing,Male,Undergraduate,16015,-25.8483,121.646
Western Australia,2017,Domestic,Finishing,Female,Postgraduate,4340,-25.8483,121.646
Western Australia,2018,Domestic,Finishing,Female,Postgraduate,4127,-25.8483,121.646
Western Australia,2019,Domestic,Finishing,Female,Postgraduate,3908,-25.8483,121.646
Western Australia,2020,Domestic,Finishing,Female,Postgraduate,3986,-25.8483,121.646
Western Australia,2021,Domestic,Finishing,Female,Postgraduate,4328,-25.8483,121.646
Western Australia,2017,Domestic,Finishing,Female,Undergraduate,8657,-25.8483,121.646
Western Australia,2018,Domestic,Finishing,Female,Undergraduate,8662,-25.8483,121.646
Western Australia,2019,Domestic,Finishing,Female,Undergraduate,8079,-25.8483,121.646
Western Australia,2020,Domestic,Finishing,Female,Undergraduate,8307,-25.8483,121.646
Western Australia,2021,Domestic,Finishing,Female,Undergraduate,8524,-25.8483,121.646
Western Australia,2017,Domestic,Finishing,Male,Postgraduate,2969,-25.8483,121.646
Western Australia,2018,Domestic,Finishing,Male,Postgraduate,2803,-25.8483,121.646
Western Australia,2019,Domestic,Finishing,Male,Postgraduate,2592,-25.8483,121.646
Western Australia,2020,Domestic,Finishing,Male,Postgraduate,2582,-25.8483,121.646
Western Australia,2021,Domestic,Finishing,Male,Postgraduate,2782,-25.8483,121.646
Western Australia,2017,Domestic,Finishing,Male,Undergraduate,5403,-25.8483,121.646
Western Australia,2018,Domestic,Finishing,Male,Undergraduate,5121,-25.8483,121.646
Western Australia,2019,Domestic,Finishing,Male,Undergraduate,5144,-25.8483,121.646
Western Australia,2020,Domestic,Finishing,Male,Undergraduate,5249,-25.8483,121.646
Western Australia,2021,Domestic,Finishing,Male,Undergraduate,5538,-25.8483,121.646
Western Australia,2017,International,Beginning,Female,Postgraduate,2336,-25.8483,121.646
Western Australia,2018,International,Beginning,Female,Postgraduate,2594,-25.8483,121.646
Western Australia,2019,International,Beginning,Female,Postgraduate,3065,-25.8483,121.646
Western Australia,2020,International,Beginning,Female,Postgraduate,2138,-25.8483,121.646
Western Australia,2021,International,Beginning,Female,Postgraduate,1462,-25.8483,121.646
Western Australia,2017,International,Beginning,Female,Undergraduate,3877,-25.8483,121.646
Western Australia,2018,International,Beginning,Female,Undergraduate,3884,-25.8483,121.646
Western Australia,2019,International,Beginning,Female,Undergraduate,4066,-25.8483,121.646
Western Australia,2020,International,Beginning,Female,Undergraduate,3466,-25.8483,121.646
Western Australia,2021,International,Beginning,Female,Undergraduate,3548,-25.8483,121.646
Western Australia,2017,International,Beginning,Male,Postgraduate,2461,-25.8483,121.646
Western Australia,2018,International,Beginning,Male,Postgraduate,2573,-25.8483,121.646
Western Australia,2019,International,Beginning,Male,Postgraduate,2976,-25.8483,121.646
Western Australia,2020,International,Beginning,Male,Postgraduate,2229,-25.8483,121.646
Western Australia,2021,International,Beginning,Male,Postgraduate,1389,-25.8483,121.646
Western Australia,2017,International,Beginning,Male,Undergraduate,3863,-25.8483,121.646
Western Australia,2018,International,Beginning,Male,Undergraduate,3755,-25.8483,121.646
Western Australia,2019,International,Beginning,Male,Undergraduate,4080,-25.8483,121.646
Western Australia,2020,International,Beginning,Male,Undergraduate,3517,-25.8483,121.646
Western Australia,2021,International,Beginning,Male,Undergraduate,3398,-25.8483,121.646
Western Australia,2017,International,Continuing,Female,Postgraduate,639,-25.8483,121.646
Western Australia,2018,International,Continuing,Female,Postgraduate,1120,-25.8483,121.646
Western Australia,2019,International,Continuing,Female,Postgraduate,1337,-25.8483,121.646
Western Australia,2020,International,Continuing,Female,Postgraduate,1660,-25.8483,121.646
Western Australia,2021,International,Continuing,Female,Postgraduate,1138,-25.8483,121.646
Western Australia,2017,International,Continuing,Female,Undergraduate,3919,-25.8483,121.646
Western Australia,2018,International,Continuing,Female,Undergraduate,4084,-25.8483,121.646
Western Australia,2019,International,Continuing,Female,Undergraduate,4233,-25.8483,121.646
Western Australia,2020,International,Continuing,Female,Undergraduate,4208,-25.8483,121.646
Western Australia,2021,International,Continuing,Female,Undergraduate,4094,-25.8483,121.646
Western Australia,2017,International,Continuing,Male,Postgraduate,1377,-25.8483,121.646
Western Australia,2018,International,Continuing,Male,Postgraduate,1598,-25.8483,121.646
Western Australia,2019,International,Continuing,Male,Postgraduate,1677,-25.8483,121.646
Western Australia,2020,International,Continuing,Male,Postgraduate,1893,-25.8483,121.646
Western Australia,2021,International,Continuing,Male,Postgraduate,1588,-25.8483,121.646
Western Australia,2017,International,Continuing,Male,Undergraduate,4484,-25.8483,121.646
Western Australia,2018,International,Continuing,Male,Undergraduate,4650,-25.8483,121.646
Western Australia,2019,International,Continuing,Male,Undergraduate,4667,-25.8483,121.646
Western Australia,2020,International,Continuing,Male,Undergraduate,4759,-25.8483,121.646
Western Australia,2021,International,Continuing,Male,Undergraduate,4341,-25.8483,121.646
Western Australia,2017,International,Finishing,Female,Postgraduate,1703,-25.8483,121.646
Western Australia,2018,International,Finishing,Female,Postgraduate,1518,-25.8483,121.646
Western Australia,2019,International,Finishing,Female,Postgraduate,1787,-25.8483,121.646
Western Australia,2020,International,Finishing,Female,Postgraduate,2085,-25.8483,121.646
Western Australia,2021,International,Finishing,Female,Postgraduate,2359,-25.8483,121.646
Western Australia,2017,International,Finishing,Female,Undergraduate,3649,-25.8483,121.646
Western Australia,2018,International,Finishing,Female,Undergraduate,3206,-25.8483,121.646
Western Australia,2019,International,Finishing,Female,Undergraduate,3126,-25.8483,121.646
Western Australia,2020,International,Finishing,Female,Undergraduate,3234,-25.8483,121.646
Western Australia,2021,International,Finishing,Female,Undergraduate,3016,-25.8483,121.646
Western Australia,2017,International,Finishing,Male,Postgraduate,1707,-25.8483,121.646
Western Australia,2018,International,Finishing,Male,Postgraduate,1767,-25.8483,121.646
Western Australia,2019,International,Finishing,Male,Postgraduate,1873,-25.8483,121.646
Western Australia,2020,International,Finishing,Male,Postgraduate,2047,-25.8483,121.646
Western Australia,2021,International,Finishing,Male,Postgraduate,2244,-25.8483,121.646
Western Australia,2017,International,Finishing,Male,Undergraduate,3105,-25.8483,121.646
Western Australia,2018,International,Finishing,Male,Undergraduate,2819,-25.8483,121.646
Western Australia,2019,International,Finishing,Male,Undergraduate,2783,-25.8483,121.646
Western Australia,2020,International,Finishing,Male,Undergraduate,2802,-25.8483,121.646
Western Australia,2021,International,Finishing,Male,Undergraduate,2899,-25.8483,121.646
